Date,transprob_1,transprob_2,transprob_3,transprob_4,transprob_5,transprob_6,transprob_7,transprob_8,transprob_9
1980-01-01,0.9421840090625109,0.03688842082610486,0.010665431661475863,0.05725149179545098,0.932795648395077,0.07399591190845342,0.0005644991420382169,0.030315930778817984,0.9153386564300707
1980-01-01,0.8758957449033905,0.03269121236865254,0.011529977013391344,0.07820574140570573,0.9317579635428789,0.024229807252603357,0.04589851369090367,0.035550824088468415,0.9642402157340053
1980-01-01,0.8217422229180881,0.013127624761307653,0.0014500863551605556,0.14812718845661002,0.9654894268673095,0.09169477502019881,0.030130588625301866,0.021382948371382715,0.9068551386246405
1980-01-01,0.9060455752740855,0.04822531321450058,0.016917131771476038,0.05642381786461847,0.9379554464397855,0.011761156562743283,0.037530606861296015,0.013819240345714011,0.9713217116657805
1980-01-01,0.8945903429561155,0.006990231993237457,0.019636439446992483,0.06572768774353976,0.9589022932356267,0.034549524262356815,0.039681969300344636,0.0341074747711358,0.9458140362906506
1980-01-01,0.8098087179121005,0.003625099366706507,0.017945334159733182,0.16738841827020323,0.9031850196925574,0.02235091300970708,0.022802863817696202,0.09318988094073616,0.9597037528305599
1980-01-01,0.9567496651683566,0.03168283071770576,0.0002845059183104752,0.03206834621929588,0.915559407742511,0.041498733014820086,0.011181988612347612,0.05275776153978332,0.9582167610668695
1980-01-01,0.8976865855788219,0.04526549125912205,0.005241718702758488,0.08075278919878115,0.9238540559209137,0.02456198574915465,0.021560625222396938,0.03088045281996431,0.9701962955480868
1980-01-01,0.933661475905109,0.023939805452811998,0.0442053196257546,0.028219681437771423,0.9420597647409956,0.025884159499102923,0.038118842657119595,0.03400042980619252,0.9299105208751426
1980-01-01,0.8478129675520476,0.028321220483541583,0.004565236742224121,0.06630499441007018,0.9583437188132882,0.10230196466964026,0.08588203803788219,0.013335060703170254,0.8931327985881357
1980-01-01,0.9172003628625263,0.025587410993416874,0.08747997668023315,0.08077970057475117,0.9557086708042145,0.027757499245871693,0.0020199365627226137,0.018703918202368552,0.8847625240738952
