Date,forecast_1,forecast_error_1
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
2017-11-01,6.5126618070856965,4.332661740328494
