date,trans_1_1_mean,trans_1_2_mean,trans_1_3_mean,trans_2_1_mean,trans_2_2_mean,trans_2_3_mean,trans_3_1_mean,trans_3_2_mean,trans_3_3_mean
1980-01-01,0.8955342579999895,0.04168593871999973,0.023147609519999238,0.07184599311999824,0.9027947175599751,0.04637913831999956,0.03261975779999907,0.05551936044000039,0.9304732629199957
1980-02-01,0.8955378012399887,0.041984575000000024,0.022701803879999805,0.07185959299999914,0.902479373319994,0.04549839232000118,0.032602606919999354,0.05553605032000122,0.9317998017600062
1980-03-01,0.8956225271600048,0.04198618823999915,0.022246043320000054,0.07190563275999773,0.9024009585200263,0.04455574195999848,0.03247181707999852,0.055612843159999,0.9331982066000011
1980-04-01,0.8957809779199863,0.042221336440000784,0.021811071640000134,0.07194822083999955,0.9022731518000078,0.04372745480000054,0.03227080179999822,0.05550550616000086,0.9344614720800012
1980-05-01,0.896159817400009,0.042230971879999094,0.021339643480000434,0.07164906548000002,0.9022667553599885,0.04282705640000034,0.03219111659999923,0.055502279359999344,0.9358332789999878
1980-06-01,0.8960288848800125,0.04237363984000095,0.021078586359999717,0.0718692512800004,0.9022943664800007,0.042141064720000315,0.03210186955999837,0.05533199204000079,0.936780350799985
1980-07-01,0.8961548125199915,0.04230292331999911,0.020691551880000054,0.07186927475999866,0.902383224080018,0.0414807091200008,0.031975911559998633,0.055313873440001056,0.9378277336000047
1980-08-01,0.89625461975999,0.042540048960000285,0.020368210239999594,0.07183062735999982,0.902108697679991,0.04084024796000001,0.031914755839998206,0.055351253960000416,0.9387915469599899
1980-09-01,0.8963186980399979,0.04257672343999844,0.02010355879999987,0.07177463031999935,0.9022409392800097,0.040084969999999505,0.03190666823999898,0.05518232187999985,0.9398114699999909
1980-10-01,0.8964381544000064,0.042739344959999606,0.019752864960000657,0.07180329207999976,0.9020401221600078,0.039396455679999415,0.03175855843999902,0.055220530680000664,0.9408506984799923
1980-11-01,0.8963801144799959,0.042704212960000376,0.01940016632000053,0.07185214604000065,0.9022410186000047,0.03885535935999876,0.03176773895999898,0.05505476540000026,0.9417444775200016
1980-12-01,0.8965777844800229,0.0428714830799995,0.019048178360000497,0.07190622099999976,0.9020331406400216,0.03813516692000018,0.03151599603999874,0.05509538920000024,0.9428166479200056
1981-01-01,0.8966225751199942,0.04290125788000019,0.01881206252000088,0.07191836075999884,0.9020249868399822,0.0375660664799994,0.031459055679998654,0.05507375239999947,0.9436218761599929
1981-02-01,0.8967068129199899,0.04300737860000006,0.01856082100000118,0.07181926811999959,0.901943698400002,0.036924093039999585,0.03147390515999884,0.05504892867999946,0.9445150758399832
1981-03-01,0.8968136416799912,0.04316464916000096,0.01820304096000109,0.07187569796000078,0.9018032407600164,0.03624234320000036,0.031310648799999306,0.05503209888000066,0.9455546253600128
1981-04-01,0.8968826751999858,0.04301307451999911,0.01783276904000086,0.0717125181199992,0.9020640908400318,0.035551417640000374,0.031404799359998896,0.05492282763999939,0.946615813919995
1981-05-01,0.8967903673999954,0.04311451627999999,0.017496509960001495,0.07179435447999995,0.9017321019199811,0.034980533279999726,0.03141528607999925,0.05515336500000016,0.9475229598399856
1981-06-01,0.8966510651199969,0.04322564239999954,0.01722261284000167,0.0719541209599995,0.9017679745200095,0.03429783203999916,0.0313948275999982,0.0550063775200003,0.9484795500800105
1981-07-01,0.8967785950399976,0.043324924520000946,0.016900027400001728,0.0718223325599994,0.9016499903599716,0.03370879700000015,0.03139906531999867,0.05502509916000015,0.9493911648800176
1981-08-01,0.8970028916800064,0.04329360811999922,0.016578906520002115,0.07175411136000083,0.9015925425599821,0.03323539687999938,0.031243030559998778,0.05511387408000102,0.9501856953599902
1981-09-01,0.8971416687200031,0.04356316595999911,0.016378298240001928,0.07175624215999904,0.9012228265999845,0.03271746591999989,0.031102085799998846,0.055213986640000656,0.9509042481999899
1981-10-01,0.8968871116400048,0.04335637428000018,0.016182972240002244,0.07181742076000092,0.9015694311999932,0.0322295662799989,0.03129547243999901,0.05507418967999989,0.9515874478000158
1981-11-01,0.8968667591200029,0.04332083395999934,0.015770986840002096,0.0718443076,0.9014780857199937,0.03166796276000007,0.03128894359999853,0.055201085200000305,0.9525610562799954
1981-12-01,0.896868487719996,0.04333535355999968,0.015583289600002062,0.07181355103999815,0.9014217858400001,0.031178517480000095,0.03131795807999853,0.0552428544800001,0.9532381869599879
1982-01-01,0.8965942268799899,0.04327012331999993,0.015279162800001949,0.07193724811999848,0.901457947399999,0.03071372083999954,0.03146852399999895,0.05527192988000145,0.9540070979999864
1982-02-01,0.896804063320011,0.04373741603999945,0.015083467360002496,0.07182572043999871,0.9006711764400115,0.03255843935999959,0.03137021691999847,0.055591405600000095,0.9523580937599974
1982-03-01,0.8979364059199859,0.044810307840000244,0.015230542880002149,0.07155973360000017,0.89959054984,0.04301267211999891,0.030503860759998894,0.05559915708000112,0.9417567949199924
1982-04-01,0.8980075603200005,0.04464921944000041,0.015197155440002101,0.07177284656000245,0.9007173226800111,0.045488342519999905,0.030219598639998884,0.05463346831999919,0.93931450000001
1982-05-01,0.8981127773199986,0.044285420079998535,0.015185105840002409,0.07188147759999867,0.9018170765199991,0.045564986999999856,0.030005755879998448,0.05389750892000028,0.9392499152800001
1982-06-01,0.8985921295199846,0.04465465331999987,0.01521309648000235,0.07183838231999935,0.9017660729200069,0.045662673119998116,0.02956948183999834,0.0535792776400019,0.9391242339200093
