date,signalid_mean,forecast_12_mean,forecast_error_12_mean,signal_1_mean,signal_2_mean,signalid_std,forecast_12_std,forecast_error_12_std,signal_1_std,signal_2_std
1980-01-01,50.5,11.050869955082838,-0.7791299683192,13.240865199995708,13.663095300004425,29.011491975882016,0.6706919024744633,0.6706919025647764,5.499798710308617,5.619494304494476
1980-02-01,50.5,11.177368746886803,-0.23263109997680068,13.949798800006288,13.759633500000389,29.011491975882016,0.7375860451962173,0.7375860453391663,5.042385406991304,4.990394326190865
1980-03-01,50.5,11.442409014136803,0.9524092431744016,14.61615349999454,15.32523140000264,29.011491975882016,0.6088965234534043,0.6088965235602708,4.174809835843524,4.332154070959595
1980-04-01,50.5,11.349899092774404,1.3498990927744012,15.108169199998004,14.142422900010077,29.011491975882016,0.5710274943997601,0.5710274943997793,4.8561655378605355,4.688802277935597
1980-05-01,50.5,11.435232441372817,1.6552327078104008,14.453356000007616,14.108104900006618,29.011491975882016,0.5647309883729917,0.5647309885224917,5.118477172414992,4.519216273703327
1980-06-01,50.5,11.602253061402411,2.052252870982001,14.375080500003278,14.261429200006159,29.011491975882016,0.6289250897305625,0.6289250897524331,4.493605580131892,4.716862052027221
1980-07-01,50.5,11.745760873126786,0.9857606441235994,13.53572429999566,12.960758700000579,29.011491975882016,0.5848753726923407,0.5848753729874613,4.29891938615248,4.381040122466838
1980-08-01,50.5,11.73468828801722,0.9346880972179977,12.803761199998107,12.98907180000039,29.011491975882016,0.5402396562332946,0.5402396562305102,4.491250525258244,4.545248011872735
1980-09-01,50.5,11.7950046309796,0.8450048221096016,12.539869999995519,12.93366229999371,29.011491975882016,0.6223604247191015,0.6223604244479632,5.2267131253287475,5.322419949377277
1980-10-01,50.5,11.957604027810019,1.8176036842700012,13.091955100004782,11.978866100000806,29.011491975882016,0.5400064952312846,0.5400064954707076,3.867607794325877,4.443810000175994
1980-11-01,50.5,11.921279770757616,2.331279618330802,12.576531400005853,12.797105499996297,29.011491975882016,0.7241470757249788,0.7241470759341667,5.107093336076541,4.800243795912834
1980-12-01,50.5,12.140982840225188,3.2209827640203987,12.367207099999861,13.504084799996704,29.011491975882016,0.5583824061492597,0.5583824061652771,4.4505935257137565,4.379934752837251
1981-01-01,50.5,12.09127635704158,3.7012760134560017,13.029378799993681,12.499979200003855,29.011491975882016,0.9577300179297974,0.9577300183195558,8.27319434998899,7.88000441203201
1981-02-01,50.5,12.063701233778367,4.443701347875206,12.0399199999911,11.192451300005853,29.011491975882016,0.5742903197754669,0.5742903196463758,4.082861781467199,4.082358585454618
1981-03-01,50.5,12.230623910374396,5.4506237001844,11.61209029999849,11.912990000004829,29.011491975882016,0.7886524778757219,0.7886524782590401,6.373378316884256,6.537541848455767
1981-04-01,50.5,12.176528203149953,5.666527974220406,10.669303699998533,10.776146100004409,29.011491975882016,0.5297382589856902,0.5297382587451973,3.869438380422684,4.215300264364268
1981-05-01,50.5,12.092413484203998,5.41241365604481,10.004498300001762,9.703832699998047,29.011491975882016,0.4528956326834549,0.4528956331197242,4.020937103115522,3.6491558354442284
1981-06-01,50.5,12.197328089389188,5.137328146742001,10.338340100000245,9.257773600000581,29.011491975882016,0.5370490778819836,0.5370490780588119,4.141049690302824,4.024581376695118
1981-07-01,50.5,12.403986440760393,5.963986383707988,7.909933099998137,11.792459099999757,29.011491975882016,0.7783607860989062,0.7783607859537796,6.493546348486933,6.36715138703925
1981-08-01,50.5,12.222240574752783,6.372240670262406,10.198684799998313,10.672825799991585,29.011491975882016,0.4602398703514125,0.46023987035043573,3.914628018755765,3.760472978892089
1981-09-01,50.5,12.313397095974015,7.273397134222393,10.428192900003857,11.396417899999205,29.011491975882016,0.5735128873835789,0.5735128873993656,5.395043984723739,4.846851728178564
1981-10-01,50.5,12.367631362375196,7.227631495867989,11.068090199996856,9.526553399997496,29.011491975882016,0.5314112878619407,0.5314112882117461,4.5937322883676535,3.8557633598896293
1981-11-01,50.5,12.39308212494481,7.803081972363205,10.296727799990778,10.386480200000605,29.011491975882016,0.5279592375869002,0.5279592374719583,4.065254865343415,4.21431708173716
1981-12-01,50.5,12.375208454374386,8.54520853079159,9.438378299995078,9.023197300000323,29.011491975882016,0.820362791277496,0.8203627911172889,6.031911016554583,6.549207130538208
1982-01-01,50.5,12.404164806619178,8.694164768452815,9.008823599995143,7.957220599996552,29.011491975882016,0.5455259479449326,0.5455259480708703,4.711149671772184,4.306134795088985
1982-02-01,50.5,12.28149278050437,8.791492770945622,8.267900200000751,7.498527400001743,29.011491975882016,0.4654357342186715,0.465435734284081,3.679133492853743,3.3710871519849017
