date,signalid_mean,state_1_mean,state_2_mean,state_3_mean,signal_1_mean,signal_2_mean,signalid_std,state_1_std,state_2_std,state_3_std,signal_1_std,signal_2_std
1980-01-01,50.5,16.22924762902924,15.591776615144404,16.647079446550368,13.240865199995708,13.663095300004425,29.011491975882016,2.7967365155945427,2.852384514721967,4.013227490063462,5.499798710308617,5.619494304494476
1980-02-01,50.5,15.397378672602013,14.95078205387881,16.01907432474681,13.949798800006288,13.759633500000389,29.011491975882016,2.08989722342385,2.3090175548877667,3.553615957049943,5.042385406991304,4.990394326190865
1980-03-01,50.5,10.979950362014774,11.395684875376,12.8824446840148,14.61615349999454,15.32523140000264,29.011491975882016,1.4398986114813286,1.6678602387801822,2.7269423350711044,4.174809835843524,4.332154070959595
1980-04-01,50.5,12.824527166781603,13.004074710417985,14.764837811765954,15.108169199998004,14.142422900010077,29.011491975882016,1.4890342702080688,1.9514286711278517,3.182445562385484,4.8561655378605355,4.688802277935597
1980-05-01,50.5,12.362118607546009,12.607718634377214,14.349095506148412,14.453356000007616,14.108104900006618,29.011491975882016,1.8048110030534286,1.9250062273551742,3.1534779524232177,5.118477172414992,4.519216273703327
1980-06-01,50.5,12.854938525487594,13.268359415436446,15.016397900249997,14.375080500003278,14.261429200006159,29.011491975882016,1.970627917087069,2.10217553201917,3.359960717248294,4.493605580131892,4.716862052027221
1980-07-01,50.5,11.045342514253996,11.595168540404796,13.560720023791202,13.53572429999566,12.960758700000579,29.011491975882016,1.5964078991407316,1.6137229179788757,2.820158352458198,4.29891938615248,4.381040122466838
1980-08-01,50.5,12.686266320764,13.068498152112413,14.632964299802023,12.803761199998107,12.98907180000039,29.011491975882016,1.789054261986804,1.8571289502516268,2.7495909312097293,4.491250525258244,4.545248011872735
1980-09-01,50.5,15.810489875478012,15.652227472392392,17.0982220518504,12.539869999995519,12.93366229999371,29.011491975882016,2.320416636877475,2.2475935855876106,3.7446977059071562,5.2267131253287475,5.322419949377277
1980-10-01,50.5,11.387699779144002,11.783086107360386,13.58282734390001,13.091955100004782,11.978866100000806,29.011491975882016,1.554926012374912,1.6478156515915536,2.738060303603556,3.867607794325877,4.443810000175994
