date,signalid_mean,forecast_12_mean,forecast_error_12_mean,signal_1_mean,signal_2_mean,signalid_std,forecast_12_std,forecast_error_12_std,signal_1_std,signal_2_std
1980-01-01,50.5,8.903854283483215,-2.926145640535196,13.198668699997693,13.959572699996777,29.011491975882016,0.12549607907407936,0.12549607865974644,0.8554713271181459,0.88213540493328
1980-02-01,50.5,8.991633311933613,-2.4183665357023987,13.808005399992656,14.207420699987303,29.011491975882016,0.11837472042584873,0.11837472047571489,0.9667686128567012,0.9741117208060344
1980-03-01,50.5,9.07408885974561,-1.4159109112087989,14.044173099994975,14.779078699998601,29.011491975882016,0.09027282574773353,0.09027282608340903,0.6622149862372749,0.7014977882790191
1980-04-01,50.5,9.17659911945958,-0.8234008805404005,14.673565700001756,14.772957099991267,29.011491975882016,0.09295035985355597,0.09295035985354605,0.703248986892226,0.6929301713705808
1980-05-01,50.5,9.28596682415841,-0.49403290940559996,14.664181500003874,14.421219199997893,29.011491975882016,0.0990026125400199,0.09900261230051134,0.750955121818279,0.7078634472864791
1980-06-01,50.5,9.419138703377621,-0.1308614871544002,14.449111700006059,14.34784289999909,29.011491975882016,0.09794473274351573,0.09794473277938583,0.7191190504144811,0.6700570712622963
1980-07-01,50.5,9.504940867517599,-1.255059361325598,14.397883199997155,13.085113400002669,29.011491975882016,0.08003569685163463,0.0800356965757316,0.7122722063841458,0.5768811969503418
1980-08-01,50.5,9.609933427313187,-1.1900667634872004,13.128111599997451,12.786629800000762,29.011491975882016,0.08279061904814763,0.08279061943422211,0.7839326431518849,0.7419707858412914
1980-09-01,50.5,9.657167384779186,-1.2928324243319989,12.790833200001545,12.4736779999911,29.011491975882016,0.08814501854400249,0.08814501832537412,0.8224546199682046,0.8422185510404415
1980-10-01,50.5,9.751746918616016,-0.38825342420879944,12.640530299995344,12.801361699997106,29.011491975882016,0.06814038074941932,0.06814038074188691,0.6617794450947329,0.6674302208599572
1980-11-01,50.5,9.825217622318009,0.2352174699364007,12.728823600001506,12.524630699995791,29.011491975882016,0.08406964808396224,0.08406964774367535,0.6696634414487961,0.7639534034296126
1980-12-01,50.5,9.869585363235178,0.9495852868988018,12.575990099997773,12.438450800007804,29.011491975882016,0.08664412718303001,0.08664412729286707,0.8293456991334788,0.8721143194202594
1981-01-01,50.5,9.846279529026006,1.4562791856895998,12.52879020000378,11.7705867000031,29.011491975882016,0.16216303572445773,0.1621630357869444,1.2885023581951347,1.3426339726498644
1981-02-01,50.5,9.939432526282001,2.3194326408007977,11.833357699998878,11.387541999992349,29.011491975882016,0.08033185236562128,0.08033185213516449,0.6470188821507754,0.7185351925034656
1981-03-01,50.5,9.830936089454413,3.0509358799032027,11.258678300002346,10.475648999994862,29.011491975882016,0.1559922556398255,0.1559922555076915,1.141276272965674,0.9507592523158629
1981-04-01,50.5,9.83233010074757,3.322329871403599,10.446011299999986,10.004082800001875,29.011491975882016,0.1417744835147426,0.1417744835720029,0.6208953425784088,0.648610632493458
1981-05-01,50.5,9.775242635148404,3.095242806444803,10.014084599994824,9.82155949999685,29.011491975882016,0.15494666442782146,0.1549466647869094,0.5849403972228422,0.6264838844125908
1981-06-01,50.5,9.664797117983598,2.604797175219604,9.746288400001028,9.52479339999888,29.011491975882016,0.21815234398577293,0.21815234395526276,0.6901451132958772,0.6376810528499112
1981-07-01,50.5,9.777596152626808,3.337596095378,9.805032499999484,11.001128399998533,29.011491975882016,0.26386910581098083,0.26386910571720923,1.136930118107417,1.1025132980478434
1981-08-01,50.5,9.928257492757204,4.0782575881932,10.694816399994176,10.835201199996764,29.011491975882016,0.09930738661347484,0.09930738622454348,0.6545625529019673,0.5928861746412001
1981-09-01,50.5,9.969273488793975,4.929273526755995,10.754977600002366,11.054984500003929,29.011491975882016,0.12130823902234986,0.12130823896001061,0.7034201699580086,0.8009177563458384
1981-10-01,50.5,9.949200688112017,4.8092008216323885,11.06821849999369,10.144898899999726,29.011491975882016,0.129394292064967,0.1293942915237158,0.7262874549757596,0.6963189796254454
1981-11-01,50.5,9.857136586602389,5.267136433963206,10.109586299998023,9.641690100001176,29.011491975882016,0.1898395942888059,0.18983959419811294,0.6275517488401722,0.6230298372240503
1981-12-01,50.5,9.396435077349194,5.566435153334794,9.594754800000906,8.787495700001488,29.011491975882016,0.4705476753543182,0.4705476752693284,1.147732732948585,1.1953405866403186
1982-01-01,50.5,9.01489639218962,5.304896354085995,8.801047699997218,8.289659000003718,29.011491975882016,0.36922920418383054,0.36922920428063843,0.7657055847594949,0.7495180633779234
1982-02-01,50.5,8.562741958444004,5.072741948905201,8.404831800001743,7.653089399997648,29.011491975882016,0.2627535380354706,0.2627535380251082,0.5749963961911322,0.6389062470571714
1982-03-01,50.5,8.306919097924409,4.706919193067194,7.654361300001738,6.865060699995618,29.011491975882016,0.15278875754455118,0.15278875766095537,0.7679345185848717,0.7633747810939258
1982-04-01,50.5,8.26176110312719,4.361761007648795,6.777186800000652,6.563793899996532,29.011491975882016,0.07019226789929486,0.07019226790484112,0.5941140909488489,0.5934873528409375
1982-05-01,50.5,8.281601914470784,4.731601962235205,6.463698200000565,6.71808659999767,29.011491975882016,0.07161274382472622,0.07161274372709923,0.5570182425015423,0.6833928786198478
1982-06-01,50.5,8.339827014528401,5.759827090691606,6.651735999997711,7.13469129999999,29.011491975882016,0.12951629881733503,0.1295162988682455,1.1040396990450072,1.005177151113914
1982-07-01,50.5,8.273294225851993,5.813294187734799,7.078310100002509,6.501833199997736,29.011491975882016,0.1031854683405175,0.10318546825299825,0.9276753201296057,0.9528222461328774
1982-08-01,50.5,8.217001555277205,5.657001612493203,6.379867999998972,5.838183900002858,29.011491975882016,0.07748936236482441,0.07748936233637847,0.6403606713214538,0.707833939383718
1982-09-01,50.5,8.197897761465999,5.337897866479993,5.728629799996189,4.889265799998626,29.011491975882016,0.12450078518547318,0.12450078497690717,1.1538449836843552,1.1617701132673885
1982-10-01,50.5,8.126663119709193,5.2766632151396,5.02426670000023,5.17806310000358,29.011491975882016,0.07930330622091901,0.07930330613945699,0.7467254938819479,0.7370760453477502
