date,signalid_mean,forecast_12_mean,forecast_error_12_mean,signal_1_mean,signal_2_mean,signalid_std,forecast_12_std,forecast_error_12_std,signal_1_std,signal_2_std
1980-01-01,50.5,9.362997046429205,-2.4670028770471966,13.060894299998875,13.925501199997278,29.011491975882016,0.3268143412381109,0.32681434126211617,2.7375828754054985,2.467051081276923
1980-02-01,50.5,9.54550884847801,-1.864490998983598,14.069677300002587,14.277825999999857,29.011491975882016,0.31840674954989273,0.3184067491661005,2.7938957768696064,2.8215769844667915
1980-03-01,50.5,9.735275567124804,-0.7547242045351998,14.464557500002547,14.664261200002693,29.011491975882016,0.21309738529606342,0.21309738482504367,2.0256871488524295,1.86545893484515
1980-04-01,50.5,9.87181293682319,-0.12818706317679943,14.331525599989083,15.15930560000729,29.011491975882016,0.30038059177703014,0.3003805917770378,2.209793677001449,2.3248983899530784
1980-05-01,50.5,9.954346558775985,0.17434682577480007,14.736991000013074,14.24720280000447,29.011491975882016,0.2547929105809125,0.2547929102825662,2.0131791688632723,1.9540114175704482
1980-06-01,50.5,10.076629020383997,0.526628829753199,14.604674000002733,14.326865000003508,29.011491975882016,0.3019494754430675,0.3019494758535131,2.5011828484869043,2.300691594544038
1980-07-01,50.5,10.177790314303595,-0.5822099147672004,14.302167900004033,13.29761249999964,29.011491975882016,0.270816286089815,0.27081628616282105,1.8547979956171674,2.313982511964815
1980-08-01,50.5,10.270342175576022,-0.5296580150739995,12.64465329999618,13.000648700000285,29.011491975882016,0.3120870035053814,0.31208700397109873,2.4220087629265654,2.5566644987300697
1980-09-01,50.5,10.285137486286414,-0.6648623228436001,12.886799000003423,12.890820899999234,29.011491975882016,0.3365810969672261,0.3365810968193307,2.5829389419930666,2.8127720470277344
1980-10-01,50.5,10.414680698742416,0.27468035506919986,12.668857400002715,12.479525199999607,29.011491975882016,0.32852145820750794,0.3285214578508622,1.9564351388431251,1.8104054692212361
1980-11-01,50.5,10.425112326837585,0.8351121743339982,12.712317200008124,12.901544999999603,29.011491975882016,0.36297492191708935,0.36297492222472394,2.190497408666904,2.699078134787603
1980-12-01,50.5,10.550813375834393,1.6308132993675997,12.753940800002589,12.522187900000404,29.011491975882016,0.3660565391876285,0.36605653903726143,2.0797971159499222,1.9246675207706245
1981-01-01,50.5,10.222357792632787,1.8323574490395962,12.468590299992893,12.289320099995525,29.011491975882016,0.4650894310878631,0.46508943213688314,3.5541528807263436,3.8830730829415274
