date,signalid_mean,state_1_mean,state_2_mean,state_3_mean,signal_1_mean,signal_2_mean,signalid_std,state_1_std,state_2_std,state_3_std,signal_1_std,signal_2_std
1980-01-01,50.5,7.888156936009206,10.572440565567232,13.113228487408419,13.060894299998875,13.925501199997278,29.011491975882016,0.2529502884065764,0.5517644469890954,0.7811544508491696,2.7375828754054985,2.467051081276923
1980-02-01,50.5,8.000701770244397,10.730605782167205,13.381051040461218,14.069677300002587,14.277825999999857,29.011491975882016,0.2429022051888925,0.6042417286584447,0.8576742280359496,2.7938957768696064,2.8215769844667915
1980-03-01,50.5,8.108377993313207,10.724820640790403,13.380285452049607,14.464557500002547,14.664261200002693,29.011491975882016,0.1792065534827064,0.42877906756684303,0.5713070666296436,2.0256871488524295,1.86545893484515
1980-04-01,50.5,8.153266558614801,11.07349437032162,14.01388500677366,14.331525599989083,15.15930560000729,29.011491975882016,0.1983406729720766,0.6312244242178111,0.8959513011268538,2.209793677001449,2.3248983899530784
1980-05-01,50.5,8.227411131686791,11.164061645427571,14.062920437621202,14.736991000013074,14.24720280000447,29.011491975882016,0.16708560281952983,0.5392327728060323,0.7140990564533809,2.0131791688632723,1.9540114175704482
1980-06-01,50.5,8.296993804457992,11.263818011904014,14.409410500662007,14.604674000002733,14.326865000003508,29.011491975882016,0.19146645933087744,0.469694925993813,0.8508444337262008,2.5011828484869043,2.300691594544038
1980-07-01,50.5,8.35302714181881,11.369365134305173,14.527355862327559,14.302167900004033,13.29761249999964,29.011491975882016,0.20690091908523964,0.4733380003737981,0.788427049058435,1.8547979956171674,2.313982511964815
1980-08-01,50.5,8.415324505868801,11.768402858036032,15.057036761284401,12.64465329999618,13.000648700000285,29.011491975882016,0.2165145387656727,0.6062567082725508,0.8756069796468333,2.4220087629265654,2.5566644987300697
1980-09-01,50.5,8.507237136644811,11.869925966629182,15.06305300364081,12.886799000003423,12.890820899999234,29.011491975882016,0.22439992941693404,0.5823749185966979,0.9904109602828498,2.5829389419930666,2.8127720470277344
1980-10-01,50.5,8.570295899724407,11.994726555858017,15.273102922395985,12.668857400002715,12.479525199999607,29.011491975882016,0.17302205303891904,0.46503671664062696,0.8247624218846191,1.9564351388431251,1.8104054692212361
1980-11-01,50.5,8.59652615626838,12.140448581729629,15.286087859047607,12.712317200008124,12.901544999999603,29.011491975882016,0.23447086786826749,0.6499550889694978,0.9563514650189711,2.190497408666904,2.699078134787603
1980-12-01,50.5,8.676212520324786,12.28200060543564,15.329856979221203,12.753940800002589,12.522187900000404,29.011491975882016,0.1804242175171934,0.5741253493175374,0.8386746211114547,2.0797971159499222,1.9246675207706245
1981-01-01,50.5,8.562412680057609,11.998677909186801,15.24238346913959,12.468590299992893,12.289320099995525,29.011491975882016,0.3378059186085798,0.7342039651076631,1.1359659720011495,3.5541528807263436,3.8830730829415274
1981-02-01,50.5,8.741839061095595,12.498146617985638,15.350672520499575,12.045596699998756,11.306277500005503,29.011491975882016,0.20032332495663577,0.4734777728754736,0.6870708152815702,2.198008707006703,1.910388727520797
1981-03-01,50.5,8.72618501419,12.143940956589208,15.129155891595154,11.061243799995637,10.451257299999673,29.011491975882016,0.3130409723942914,0.7203859854199537,1.0627430318817084,3.2930639093862064,3.41707228914321
1981-04-01,50.5,8.765929099268012,12.52652053729718,15.33132731603519,10.528445400000605,9.838645599998603,29.011491975882016,0.2117118404358761,0.5765848467015634,0.6907608398755324,1.869862147768215,1.8958967081626943
1981-05-01,50.5,8.769073816776416,12.510082454499184,15.21101590526081,10.045085000002024,9.72542310000319,29.011491975882016,0.18102108541516135,0.4572960966311578,0.673151266618898,1.7955931074205471,1.6655006875287741
1981-06-01,50.5,8.79167769882638,12.316266296872397,15.121206636436813,10.05150769999594,9.587521000000878,29.011491975882016,0.1739161855259607,0.46022464010070036,0.5642387773885692,2.0097182171876424,1.7865387772226842
1981-07-01,50.5,8.783948055997211,12.040191804298031,15.100836978237629,10.138455100001716,10.594266300004854,29.011491975882016,0.352474669754971,0.5868223442621002,0.9551881755463995,3.4659691173097573,3.4206605223651905
