date,signalid_mean,trans_1_1_mean,trans_1_2_mean,trans_1_3_mean,trans_2_1_mean,trans_2_2_mean,trans_2_3_mean,trans_3_1_mean,trans_3_2_mean,trans_3_3_mean,signal_1_mean,signal_2_mean,signalid_std,trans_1_1_std,trans_1_2_std,trans_1_3_std,trans_2_1_std,trans_2_2_std,trans_2_3_std,trans_3_1_std,trans_3_2_std,trans_3_3_std,signal_1_std,signal_2_std
1980-01-01,50.5,0.7393605234523989,0.2590131963787985,0.22188915516279897,0.14463779104399782,0.4421062392195991,0.3007443635543994,0.11600168542399772,0.29888056557879966,0.4773664799332005,13.060894299998875,13.925501199997278,29.011491975882016,0.062450112924826634,0.01478018705410079,0.023831422876417936,0.03668607153289761,0.028639242155926302,0.02003383574272468,0.02626491635066042,0.04077877008494126,0.027542726100560525,2.7375828754054985,2.467051081276923
1980-02-01,50.5,0.7370785678907997,0.25729464598359847,0.2140783943123998,0.1465432383959978,0.4450055318720003,0.29492214839919895,0.11637819296439814,0.2976998200223996,0.4909994568712001,14.069677300002587,14.277825999999857,29.011491975882016,0.06658291197573657,0.015440441492218434,0.023476054239273573,0.03938751220110644,0.02865345276651138,0.01856089248549481,0.02759044971184422,0.04118900833808483,0.025264689715699663,2.7938957768696064,2.8215769844667915
1980-03-01,50.5,0.7340523690563987,0.2521936450063991,0.1920655154395993,0.15237936828319779,0.45583604081280066,0.27779758358679973,0.11356826092279752,0.2919703141523991,0.5301369009760005,14.464557500002547,14.664261200002693,29.011491975882016,0.05144431473692234,0.012421074600315567,0.014695081135936794,0.031769019727776494,0.024340221825801308,0.01739780145515585,0.020008011331367044,0.03368195711026478,0.02113962080342716,2.0256871488524295,1.86545893484515
1980-04-01,50.5,0.7564102008879986,0.2489563024803988,0.18966203266839904,0.13864579292199733,0.44719837745279956,0.28403147334439965,0.10494400498639736,0.3038453218467995,0.5263064945224007,14.331525599989083,15.15930560000729,29.011491975882016,0.06320907142147612,0.015080711067381077,0.021044565375629973,0.037676927359306694,0.033591659495485496,0.021026053522708577,0.026069588431810467,0.043312530412919194,0.02785869500070351,2.209793677001449,2.3248983899530784
1980-05-01,50.5,0.7648415816872017,0.244731634786398,0.18415704882919923,0.1336689765899974,0.44480595643839954,0.2842148515231995,0.10148943993359719,0.3104624108851993,0.5316281001163999,14.736991000013074,14.24720280000447,29.011491975882016,0.05691281379930701,0.015796688745193774,0.01901295493598779,0.03426724247470671,0.029447800995058275,0.021988786853110138,0.022973113175377126,0.04136363764360231,0.025861139596292774,2.0131791688632723,1.9540114175704482
1980-06-01,50.5,0.7682837648139994,0.24248826389279826,0.1797520560611991,0.13214024152679732,0.4508785104780003,0.2800087047288004,0.09957599500399722,0.30663322680399935,0.5402392393364,14.604674000002733,14.326865000003508,29.011491975882016,0.05167122973945093,0.014896781150845976,0.020375217871346732,0.03111234101084481,0.02744999791616144,0.021611745046343177,0.020989953618023964,0.03714556647645807,0.030403858327099565,2.5011828484869043,2.300691594544038
1980-07-01,50.5,0.7827238852947991,0.23201663364239838,0.1648010322691989,0.12381232737679648,0.4544602181979998,0.27453697564719975,0.09346378753599704,0.3135231482095991,0.5606619943567996,14.302167900004033,13.29761249999964,29.011491975882016,0.04972208837830099,0.014494186169528776,0.017802525537138805,0.030132260561939187,0.030761050199981346,0.022726909765441967,0.020159338406497494,0.04003105391859362,0.0279944986032735,1.8547979956171674,2.313982511964815
1980-08-01,50.5,0.8134589681083991,0.22621232601999863,0.16036527011559878,0.10443902199079673,0.43590718427440045,0.28964965504359896,0.0821020091999969,0.3378804890036,0.5499850733631996,12.64465329999618,13.000648700000285,29.011491975882016,0.05222970842354487,0.015393714910815943,0.021030407700573343,0.030360850139760094,0.03666588459500641,0.03002082221219726,0.022201527932072813,0.0467513368376025,0.03719267408501517,2.4220087629265654,2.5566644987300697
1980-09-01,50.5,0.8065974799763995,0.23130039153159895,0.1730577572987996,0.1064626206155968,0.4281644194995994,0.3005161828435996,0.08693989940119709,0.34053518834519936,0.5264260595272006,12.886799000003423,12.890820899999234,29.011491975882016,0.05149411905900438,0.015888880407603608,0.027217848631425238,0.02926120376305568,0.028276361841816332,0.02369901513306966,0.02259283792988843,0.03826190324858187,0.03939799490869508,2.5829389419930666,2.8127720470277344
1980-10-01,50.5,0.8320722130540018,0.2172368209547986,0.1475783567931991,0.0944690638703964,0.43326102531879956,0.29103480587880015,0.07345872450319657,0.3495021546175986,0.5613868367527999,12.668857400002715,12.479525199999607,29.011491975882016,0.03889709902197754,0.01321064162069697,0.01785203839221257,0.02331158587300456,0.03096745852107151,0.026610016997267574,0.01594905383119701,0.037783179307502406,0.03501094525856837,1.9564351388431251,1.8104054692212361
