date,state_1_mean,state_2_mean,state_3_mean
1979-12-01,0.7533013960000023,0.18699488999999778,0.059703355999999555
1980-01-01,0.510603240000001,0.24395042200000033,0.24544600200000521
1980-02-01,0.5060494749999987,0.27496702800000167,0.21898312999999825
1980-03-01,0.36793435099999844,0.1615659909999987,0.47049935199999643
1980-04-01,0.4720640519999999,0.3251744100000002,0.20276121499999802
1980-05-01,0.4551300190000009,0.27944663200000025,0.26542307200000537
1980-06-01,0.633245656,0.1887607369999981,0.1779932819999977
1980-07-01,0.611445352,0.20307501399999842,0.185479281999996
1980-08-01,0.35212860000001106,0.3561021090000037,0.29176906200000097
1980-09-01,0.3764088800000001,0.2666257200000002,0.3569651830000075
1980-10-01,0.39901614300000326,0.33659289100000067,0.26439071899999833
1980-11-01,0.6637411039999984,0.24292679800000141,0.09333179599999754
1980-12-01,0.4453661410000007,0.3256740980000033,0.22895951600000375
1981-01-01,0.5375554900000024,0.27445272,0.18799165599999798
1981-02-01,0.38127639899999954,0.2755137589999995,0.34320976800000497
1981-03-01,0.2361072899999984,0.45089660799999903,0.312996107
1981-04-01,0.47770603500000236,0.31747939700000155,0.2048145710000006
1981-05-01,0.5255123789999996,0.30964341599999984,0.1648441860000012
1981-06-01,0.4801853420000011,0.22800498800000088,0.29180974400000276
1981-07-01,0.4651631609999991,0.3224418940000004,0.2123949509999998
1981-08-01,0.48040714499999804,0.43699504400000067,0.08259778700000027
1981-09-01,0.5511517139999985,0.2075637520000001,0.24128455000000226
1981-10-01,0.6619305379999985,0.22024173999999985,0.11782771200000125
1981-11-01,0.45386350700000067,0.2874663230000021,0.25867011100000176
1981-12-01,0.48419080800000075,0.2647298199999995,0.25107940200000006
1982-01-01,0.40233288999999994,0.4125716440000021,0.1850955580000008
1982-02-01,0.33332318400000105,0.30828950499999924,0.3583872080000004
1982-03-01,0.2988654010000014,0.38577622299999975,0.3153583999999992
1982-04-01,0.26326613200000026,0.37162432200000156,0.3651094820000002
1982-05-01,0.3649718390000002,0.24109778699999893,0.3939303960000004
1982-06-01,0.25870475200000176,0.3517962890000001,0.3894990760000001
1982-07-01,0.3483629790000019,0.3225574850000008,0.3290794469999995
1982-08-01,0.255097446000001,0.3499827830000016,0.39491971100000073
1982-09-01,0.40671330800000055,0.2537206750000009,0.3395661040000001
1982-10-01,0.26678469900000057,0.245149028000001,0.4880662889999997
1982-11-01,0.33232980400000267,0.2758500340000013,0.3918201129999982
1982-12-01,0.15888082799999778,0.2815407270000021,0.5595784519999987
1983-01-01,0.11942213199999675,0.16778134999999922,0.7127963960000008
1983-02-01,0.22918459299999921,0.2751855220000028,0.4956297609999941
1983-03-01,0.304721200000005,0.17281860899999715,0.5224599950000004
1983-04-01,0.3284355630000142,0.10926077599999968,0.5623035200000022
1983-05-01,0.042544991999999476,0.14151927199999983,0.8159356060000016
1983-06-01,0.5738952790000003,0.26017348300000065,0.16593112700000032
1983-07-01,0.671214920000005,0.21533142799999888,0.11345350999999601
1983-08-01,0.08254828900000043,0.13531309299999875,0.7821385300000042
1983-09-01,0.629976629999994,0.0936142909999999,0.27640892799999955
1983-10-01,0.02179217800000091,0.03179594800000014,0.946411762000003
1983-11-01,0.2994875930000099,0.02968478300000025,0.6708276130000022
1983-12-01,0.02400421400000044,0.48757904600000157,0.48841670799999876
1984-01-01,0.03294719900000054,0.2755503720000009,0.6915023839999991
1984-02-01,0.4834649990000013,0.184849116,0.33168591800000097
1984-03-01,0.020059513000000306,0.3162280250000013,0.6637124440000012
1984-04-01,0.01999273100000011,0.42881321699999797,0.5511940760000003
1984-05-01,0.3000889309999981,0.29892653900000066,0.40098452900000137
1984-06-01,0.18194825999999933,0.16551611400000057,0.6525355319999976
1984-07-01,0.19886216100000023,0.10091479699999985,0.7002230169999998
1984-08-01,0.8450199100000031,0.045223162000000074,0.10975692700000059
1984-09-01,0.6552255409999982,0.099105798,0.24566867299999962
1984-10-01,0.12272294099999972,0.18551451300000013,0.6917625600000025
1984-11-01,0.16789497300000053,0.2382663760000024,0.5938386260000018
1984-12-01,0.0753916669999994,0.3759902979999998,0.5486180409999982
1985-01-01,0.08232345599999982,0.1322702279999999,0.7854062790000017
1985-02-01,0.029316830000000793,0.18163974600000007,0.7890433560000026
1985-03-01,0.18136683699999717,0.27351884100000173,0.5451143280000011
1985-04-01,0.7356411629999964,0.23183374199999982,0.03252500000000009
1985-05-01,0.23286717099999854,0.04574326299999956,0.7213895169999992
1985-06-01,0.030214395999999925,0.34675190199999884,0.6230337980000002
1985-07-01,0.18618560299999645,0.16795448899999668,0.6458598330000019
1985-08-01,0.8529928310000018,0.13508960599999978,0.011917496000000251
1985-09-01,0.022834110000000858,0.10555725899999986,0.8716084940000037
1985-10-01,0.023091613000000698,0.04963565299999963,0.9272726620000045
1985-11-01,0.9726256130000024,0.005440574000000128,0.021933630000000606
1985-12-01,0.011227091000000237,0.3289555580000031,0.6598172460000025
1986-01-01,0.012150821000000233,0.22053359900000488,0.7673155260000025
1986-02-01,0.8906168590000052,0.09572156399999997,0.013661441000000718
1986-03-01,0.8041746680000023,0.1923580379999994,0.003466794000000057
1986-04-01,0.00856267800000048,0.011536221000000044,0.9799006840000078
1986-05-01,0.9867874720000119,0.00030424500000001347,0.012907903000000002
1986-06-01,0.564106293999993,0.4347463709999982,0.001146899999999992
1986-07-01,0.0069221840000004715,0.0075530929999999925,0.9855242830000137
1986-08-01,0.0018608999999999653,0.4090203360000003,0.5891184030000022
1986-09-01,0.9960887630000139,0.003874080000000005,366610000000011e-19
