Date,forecast_1,forecast_error_1,forecast_2,forecast_error_2,forecast_3,forecast_error_3,forecast_4,forecast_error_4,forecast_5,forecast_error_5,forecast_6,forecast_error_6,forecast_7,forecast_error_7,forecast_8,forecast_error_8,forecast_9,forecast_error_9,forecast_10,forecast_error_10,forecast_11,forecast_error_11,forecast_12,forecast_error_12
1980-01-01,10.398491878084101,-3.78150842709168,10.266611301006467,-4.493388927875369,10.140615889908068,-4.5893836523282605,10.020422136972984,-4.389577710439125,9.905909926316669,-4.474090188124249,9.796931563861566,-3.333068550579352,9.693319118508342,-3.1766807670507404,9.594890369851576,-3.00511001161815,9.501453607103349,-3.2685468506603232,9.412811481913913,-3.2371881366163606,9.328764082952665,-3.191236374811007,9.249111371220591,-2.5808885524854634
1980-02-01,10.199640782562305,-4.560359446319531,10.03644952000143,-4.6935500222348985,9.8960251562593,-4.513974691152809,9.775174685659639,-4.604825428781279,9.671155229679709,-3.458844884761209,9.581610263497424,-3.2883896220616577,9.504514921260519,-3.0954854602092077,9.43812908174765,-3.3318713760160215,9.38095712255961,-3.2690424959706643,9.33171339055902,-3.1882870672046515,9.289292572860532,-2.5407073508455227,9.252744269586987,-2.157255577825122
1980-03-01,10.594759579447931,-4.135239962788397,10.291911593290195,-4.118088254121915,10.013866550023033,-4.3661335644178845,9.758950678551383,-3.3710494358895353,9.525504878717616,-3.3444950068414663,9.311917376494744,-3.2880830049749825,9.116644869703423,-3.653355588060249,8.938225369333388,-3.7117742491968855,8.775285103403913,-3.7447153543597587,8.626541226935476,-3.2034586967705785,8.490801618363996,-2.9191982290481135,8.366962698825729,-2.123037072292435
1980-04-01,10.515126714490505,-3.894873132921605,10.184412857579881,-4.195587256861037,9.882605626098583,-3.2473944883423354,9.609137584059232,-3.2608623014998503,9.36283851332895,-3.2371618681407774,9.142151671482992,-3.62784878628068,8.945294549162568,-3.704705069367705,8.7703766845372,-3.749623773226471,8.615484431116831,-3.214515492589223,8.478740456047262,-2.931259391364847,8.358344061489445,-2.1316557096287188,8.252597085061502,-1.7474029149384975
1980-05-01,10.54311630168258,-3.8368838127583373,10.422163686782923,-2.7078364276579947,10.306831719904144,-2.563168165654938,10.197218233127069,-2.4027821483426575,10.093292201625454,-2.676708256138218,9.994936706780631,-2.655062911749642,9.901979200969917,-2.618021256793755,9.8142127447617,-2.015787178944354,9.73141083085612,-1.6785890165559891,9.653337656458698,-0.8366621146594664,9.579755169546823,-0.42024483045317673,9.510427832468421,-0.26957190050277013
1980-06-01,6.568635927358966,-6.561364187081952,6.83308904425791,-6.036910841301172,7.053505813948213,-5.546494567521513,7.2356276387387854,-5.534372819024886,7.384536770544488,-5.265462847985785,7.504725570680372,-5.0152748870833,7.60015901493872,-4.2298409087673345,7.67433105618103,-3.7356687912310793,7.7303154056494545,-2.7596843654687095,7.770811246967083,-2.2291887530329166,7.798184353123205,-1.981815379847986,7.8145040364061735,-1.7354961543286898
1980-07-01,6.486986530005144,-6.383013355553938,6.685368156479939,-5.914632224989788,6.862247809835836,-5.907752647927836,7.019941508721203,-5.63005810980907,7.160516639703005,-5.359483818060667,7.285818600879036,-4.5441813228270185,7.397494593104216,-4.012505254307893,7.497014864038825,-2.9929849070793386,7.585691677578355,-2.414308322421645,7.664696252068236,-2.1153034809029556,7.735073884668749,-1.8149263060661145,7.797757455982412,-2.9622427728994243
1980-08-01,6.635699978837458,-5.964300402632269,6.786755210265434,-5.983245247498238,6.918996764265922,-5.731002854264352,7.034715824439248,-5.485284633324424,7.135929036461145,-4.6940708872449095,7.22441100811079,-4.185588839301319,7.301722997441349,-3.188276773676815,7.369238232952913,-2.630761767047087,7.428164258239267,-2.3518354747319243,7.479562648113819,-2.070437542621044,7.524366402996118,-3.235633825885718,7.563395292756758,-3.236604897978105
1980-09-01,3.9782394968175385,-8.791760960946133,4.152559322432371,-8.497440296097903,4.325961492149419,-8.194038965614252,4.496253032544618,-7.333746891161437,4.661874392183559,-6.748125455228551,4.821751066747449,-5.668248704370715,4.975178295381205,-5.024821704618795,5.121731558215647,-4.658268174755545,5.261197196803488,-4.288802993931375,5.393518722881121,-5.3664815060007145,5.518755352529665,-5.281244838205199,5.637050061928008,-5.312949747337129
1980-10-01,10.757375281506139,-1.8926243370241345,10.3388807909067,-2.181119666856972,9.954970493370995,-1.8750294303350596,9.603907159350769,-1.8060926880613408,9.283791694245991,-1.2062080768721728,8.992639159839001,-1.0073608401609988,8.728437052320453,-1.051562680650738,8.48918927574679,-1.060810914988073,8.272948638575574,-2.4870515903062618,8.077840193120505,-2.7221599976143587,7.902077316404833,-3.0479224928603035,7.743972081741666,-2.3960282615810877
1980-11-01,11.764296334969462,-0.7557041227942101,11.734672156286791,-0.09532776741926341,11.70712809820479,0.2971282507926798,11.68152154321725,1.1915217720990867,11.657719070081267,1.6577190700812672,11.635595961563697,1.8555962285925052,11.615035719992802,2.0650355292579388,11.595929594603335,0.8359293657214995,11.578176123623212,0.7781759328883489,11.561680693209308,0.611680883944171,11.546355114664276,1.4063547713415225,11.532117220826008,1.942117068238117
1980-12-01,10.748446213532292,-1.081553710173763,10.44864398388079,-0.9613558635313186,10.196688196090495,-0.29331157502766914,9.984281070385771,-0.015718929614228827,9.804632009592229,0.02463227662103762,9.65217738336592,0.10217719263105707,9.52235299422739,-1.237647234654446,9.411409269373307,-1.3885909213615566,9.31626110828103,-1.6337387009841073,9.234365844485165,-0.9056344988375891,9.163624018455955,-0.4263761341319352,9.102298662233533,0.1822985859395878
1981-01-01,10.434297283389808,-0.9757025640223009,10.137787169736137,-0.3522126013820266,9.866649309828071,-0.13335069017192858,9.61864406179608,-0.1613556711751123,9.391735924753943,-0.15826426598091992,9.184074344164076,-1.5759258847177602,8.993976373851305,-1.8060238168835578,8.819911010640029,-2.130088798625108,8.660485036198605,-1.4795153071241494,8.51443021737206,-1.0755699352158299,8.380591731268508,-0.5394083450254374,8.257917694813901,-0.13208264850885243
1981-02-01,11.391571502650931,0.9015717315327674,11.312851280617704,1.3128512806177035,11.239860564878489,1.4598608319072977,11.172095356233452,1.622095165498589,11.109113771312892,0.34911354243105563,11.050525379693857,0.2505251889589939,10.995982734456692,0.04598292519155578,10.94517461350951,0.8051742701867557,10.897820597497471,1.3078204449095807,10.853666694063897,1.9336666177699513,10.81248178320238,2.4224814398796255,10.77405470873278,3.30405491854113
1981-03-01,10.437954824373179,0.437954824373179,10.277564957112839,0.4975652241416473,10.141861270175994,0.5918610794411308,10.02588056572534,-0.7341196631564966,9.925804914834245,-0.8741952759006182,9.838683088771374,-1.1113167204937628,9.762220955648374,-0.37777938767438,9.694623671826266,0.1046235192383751,9.634476780141034,0.7144767038470885,9.580656540901156,1.1906561975784022,9.532262233496718,2.062262443305068,9.48856497651943,2.5185651863277805
1981-04-01,10.255120115458668,0.4751203824874768,9.768830998388735,0.21883080765387142,9.347900310894182,-1.4120999179876534,8.983781673615049,-1.8162185171198146,8.669021905781916,-2.2809779034832207,8.397123749354831,-1.7428765939679227,8.16242555619652,-1.42757459639137,7.959995872290618,-0.9600042040033276,7.785541101289203,-0.6044592420335508,7.6353246484905934,0.16532485829894306,7.506096139158997,0.5360963489673463,7.395029474955656,0.6950296656905195
1981-05-01,10.78249548174353,1.2324952910086662,10.465606051842718,-0.2943941770391181,10.18349546579854,-0.6165047249363234,9.931346512033578,-1.018653297231559,9.705158972330116,-0.434841370992638,9.50159329263018,-0.08840685995771125,9.317845888573595,0.39784581227965,9.151549536321765,0.761549192999011,9.000693667178057,1.5306938769864065,8.863560465803866,1.8935606756122159,8.73867352659397,2.038673717328834,8.624756498540329,1.8347565366873013
1981-06-01,11.127342464845443,0.3673422359636067,10.934411986862715,0.1344117961278517,10.762307930680638,-0.18769187858449854,10.608880715927825,0.46888037260507076,10.472187859707153,0.8821877071192628,10.350476338313054,1.4304762620191092,10.242166062733297,1.852165719410543,10.145834471363933,2.675834681172283,10.06020222448646,3.0902024342948096,9.984119970898002,3.284120161632865,9.916556146759707,3.126556184906679,9.856585759494124,3.0465858167145825
